repository_owner,repository_name,file_path,filename,original_file_path,repository_url,file_url,branch,stargazers_count,forks_count,created_at,pushed_at,updated_at,lines_of_code,manifest_specific_commit_count,first_manifest_commit_date,file_composite_key,length_of_words,complexity_score
pulsemcp,mcp-servers,CLAUDE.md,CLAUDE.md,raw/pulsemcp/mcp-servers/CLAUDE.md,https://github.com/pulsemcp/mcp-servers,https://github.com/pulsemcp/mcp-servers/blob/main/CLAUDE.md,main,48.0,3.0,2025-05-12T16:30:10Z,2025-10-14T00:32:21Z,2025-10-15T10:19:37Z,416.0,31,2025-05-12T17:13:12Z,pulsemcp||mcp-servers||CLAUDE.md,2929,44.829796709458805
spacelift-io,spacectl,CLAUDE.md,CLAUDE.md,raw/spacelift-io/spacectl/CLAUDE.md,https://github.com/spacelift-io/spacectl,https://github.com/spacelift-io/spacectl/blob/main/CLAUDE.md,main,148.0,43.0,2021-04-04T21:11:03Z,2025-10-17T13:39:10Z,2025-10-17T13:29:24Z,81.0,1,2025-06-16T09:41:28Z,spacelift-io||spacectl||CLAUDE.md,610,41.45775877365932
mazrean,kessoku,CLAUDE.md,CLAUDE.md,raw/mazrean/kessoku/CLAUDE.md,https://github.com/mazrean/kessoku,https://github.com/mazrean/kessoku/blob/main/CLAUDE.md,main,92.0,0.0,2025-06-20T16:53:58Z,2025-10-11T04:20:21Z,2025-10-18T11:53:24Z,163.0,7,2025-06-21T07:03:45Z,mazrean||kessoku||CLAUDE.md,536,31.148263432017586
clduab11,thinkrank,CLAUDE.md,CLAUDE.md,raw/clduab11/thinkrank/CLAUDE.md,https://github.com/clduab11/thinkrank,https://github.com/clduab11/thinkrank/blob/main/CLAUDE.md,main,15.0,2.0,2025-05-24T02:16:53Z,2025-09-28T17:28:27Z,2025-10-08T16:09:28Z,1185.0,1,2025-08-05T02:02:37Z,clduab11||thinkrank||CLAUDE.md,2729,30.567834022488228
ahmed3elshaer,IntelliJ-True-Black-Theme,CLAUDE.md,CLAUDE.md,raw/ahmed3elshaer/IntelliJ-True-Black-Theme/CLAUDE.md,https://github.com/ahmed3elshaer/IntelliJ-True-Black-Theme,https://github.com/ahmed3elshaer/IntelliJ-True-Black-Theme/blob/main/CLAUDE.md,main,11.0,6.0,2022-06-11T21:20:18Z,2025-07-17T06:02:03Z,2025-09-26T01:05:27Z,73.0,1,2025-05-24T11:07:33Z,ahmed3elshaer||IntelliJ-True-Black-Theme||CLAUDE.md,296,46.39905405405406
SAIB-Inc,Chrysalis,CLAUDE.md,CLAUDE.md,raw/SAIB-Inc/Chrysalis/CLAUDE.md,https://github.com/SAIB-Inc/Chrysalis,https://github.com/SAIB-Inc/Chrysalis/blob/main/CLAUDE.md,main,10.0,5.0,2024-02-06T11:12:04Z,2025-09-18T09:55:21Z,2025-09-18T09:54:46Z,193.0,2,2025-05-16T09:01:28Z,SAIB-Inc||Chrysalis||CLAUDE.md,889,21.803449580830204
nyvyn,helpful.computer,CLAUDE.md,CLAUDE.md,raw/nyvyn/helpful.computer/CLAUDE.md,https://github.com/nyvyn/helpful.computer,https://github.com/nyvyn/helpful.computer/blob/main/CLAUDE.md,main,8.0,0.0,2025-06-18T23:02:25Z,2025-09-10T03:26:29Z,2025-08-13T00:58:23Z,109.0,1,2025-08-09T01:19:00Z,nyvyn||helpful.computer||CLAUDE.md,474,42.98390643274857
MicroPyramid,opensource-startup-crm,CLAUDE.md,CLAUDE.md,raw/MicroPyramid/opensource-startup-crm/CLAUDE.md,https://github.com/MicroPyramid/opensource-startup-crm,https://github.com/MicroPyramid/opensource-startup-crm/blob/main/CLAUDE.md,main,31.0,14.0,2025-04-04T19:01:39Z,2025-10-18T12:05:04Z,2025-10-18T12:04:36Z,135.0,2,2025-07-30T13:59:52Z,MicroPyramid||opensource-startup-crm||CLAUDE.md,430,27.191673495518586
brooksy4503,chatlima,CLAUDE.md,CLAUDE.md,raw/brooksy4503/chatlima/CLAUDE.md,https://github.com/brooksy4503/chatlima,https://github.com/brooksy4503/chatlima/blob/main/CLAUDE.md,main,21.0,5.0,2025-04-26T04:52:17Z,2025-10-16T08:10:25Z,2025-10-16T08:10:24Z,184.0,1,2025-07-16T09:39:38Z,brooksy4503||chatlima||CLAUDE.md,671,35.405940224159394
lfnovo,esperanto,CLAUDE.md,CLAUDE.md,raw/lfnovo/esperanto/CLAUDE.md,https://github.com/lfnovo/esperanto,https://github.com/lfnovo/esperanto/blob/main/CLAUDE.md,main,49.0,9.0,2024-11-23T19:43:22Z,2025-09-28T14:33:39Z,2025-10-16T14:00:01Z,9.0,1,2025-06-28T14:31:07Z,lfnovo||esperanto||CLAUDE.md,141,54.99000000000004
alchemiststudiosDOTai,tunacode,CLAUDE.md,CLAUDE.md,raw/alchemiststudiosDOTai/tunacode/CLAUDE.md,https://github.com/alchemiststudiosDOTai/tunacode,https://github.com/alchemiststudiosDOTai/tunacode/blob/master/CLAUDE.md,master,85.0,13.0,2025-05-28T00:17:12Z,2025-10-10T19:19:54Z,2025-10-14T19:32:18Z,169.0,33,2025-05-28T00:20:50Z,alchemiststudiosDOTai||tunacode||CLAUDE.md,855,51.01492272936963
alchemiststudiosDOTai,tinyAgent,CLAUDE.md,CLAUDE.md,raw/alchemiststudiosDOTai/tinyAgent/CLAUDE.md,https://github.com/alchemiststudiosDOTai/tinyAgent,https://github.com/alchemiststudiosDOTai/tinyAgent/blob/master/CLAUDE.md,master,77.0,2.0,2025-03-18T04:31:33Z,2025-10-15T21:44:32Z,2025-10-15T21:44:35Z,202.0,9,2025-07-01T20:01:56Z,alchemiststudiosDOTai||tinyAgent||CLAUDE.md,742,52.962282750112166
acornprover,acornlib,CLAUDE.md,CLAUDE.md,raw/acornprover/acornlib/CLAUDE.md,https://github.com/acornprover/acornlib,https://github.com/acornprover/acornlib/blob/master/CLAUDE.md,master,35.0,11.0,2024-10-03T21:00:45Z,2025-10-18T03:24:49Z,2025-10-18T14:29:49Z,53.0,12,2025-04-30T16:52:08Z,acornprover||acornlib||CLAUDE.md,435,65.13528893587036
acryldata,mcp-server-datahub,CLAUDE.md,CLAUDE.md,raw/acryldata/mcp-server-datahub/CLAUDE.md,https://github.com/acryldata/mcp-server-datahub,https://github.com/acryldata/mcp-server-datahub/blob/main/CLAUDE.md,main,60.0,24.0,2025-03-01T00:31:47Z,2025-10-10T04:00:10Z,2025-10-17T06:22:36Z,72.0,2,2025-07-01T21:38:40Z,acryldata||mcp-server-datahub||CLAUDE.md,298,48.28239240506332
Freika,dawarich,CLAUDE.md,CLAUDE.md,raw/Freika/dawarich/CLAUDE.md,https://github.com/Freika/dawarich,https://github.com/Freika/dawarich/blob/master/CLAUDE.md,master,7024.0,213.0,2024-03-24T19:46:00Z,2025-10-16T17:02:02Z,2025-10-18T16:46:22Z,255.0,5,2025-08-30T19:39:25Z,Freika||dawarich||CLAUDE.md,1044,26.253703750314628
bdougie,contributor.info,CLAUDE.md,CLAUDE.md,raw/bdougie/contributor.info/CLAUDE.md,https://github.com/bdougie/contributor.info,https://github.com/bdougie/contributor.info/blob/main/CLAUDE.md,main,18.0,5.0,2025-04-15T21:47:44Z,2025-10-18T16:58:05Z,2025-10-18T16:52:59Z,156.0,24,2025-06-14T06:49:35Z,bdougie||contributor.info||CLAUDE.md,932,32.2966377447344
RelistenNet,relisten-mobile,CLAUDE.md,CLAUDE.md,raw/RelistenNet/relisten-mobile/CLAUDE.md,https://github.com/RelistenNet/relisten-mobile,https://github.com/RelistenNet/relisten-mobile/blob/main/CLAUDE.md,main,23.0,5.0,2021-08-26T03:28:31Z,2025-09-29T20:06:55Z,2025-10-18T04:37:12Z,74.0,1,2025-07-17T23:56:01Z,RelistenNet||relisten-mobile||CLAUDE.md,369,46.842356707317094
futuroptimist,token.place,CLAUDE.md,CLAUDE.md,raw/futuroptimist/token.place/CLAUDE.md,https://github.com/futuroptimist/token.place,https://github.com/futuroptimist/token.place/blob/main/CLAUDE.md,main,6.0,1.0,2023-07-28T04:45:12Z,2025-10-17T21:26:07Z,2025-10-17T21:24:13Z,12.0,1,2025-07-29T02:32:51Z,futuroptimist||token.place||CLAUDE.md,88,49.28818181818184
lymestack,SimpleAuth4Net,CLAUDE.md,CLAUDE.md,raw/lymestack/SimpleAuth4Net/CLAUDE.md,https://github.com/lymestack/SimpleAuth4Net,https://github.com/lymestack/SimpleAuth4Net/blob/master/CLAUDE.md,master,30.0,3.0,2024-12-09T19:41:20Z,2025-09-09T20:37:17Z,2025-09-09T20:37:21Z,140.0,2,2025-08-18T17:10:59Z,lymestack||SimpleAuth4Net||CLAUDE.md,670,47.95436484189054
VRHIKKY,VketCloudSDK_Documents,CLAUDE.md,CLAUDE.md,raw/VRHIKKY/VketCloudSDK_Documents/CLAUDE.md,https://github.com/VRHIKKY/VketCloudSDK_Documents,https://github.com/VRHIKKY/VketCloudSDK_Documents/blob/master/CLAUDE.md,master,9.0,5.0,2022-05-17T07:16:57Z,2025-10-03T09:50:27Z,2025-09-15T11:42:22Z,115.0,8,2025-06-11T06:27:40Z,VRHIKKY||VketCloudSDK_Documents||CLAUDE.md,526,26.675499322595243
superwall,expo-superwall,CLAUDE.md,CLAUDE.md,raw/superwall/expo-superwall/CLAUDE.md,https://github.com/superwall/expo-superwall,https://github.com/superwall/expo-superwall/blob/main/CLAUDE.md,main,33.0,4.0,2025-05-21T11:09:57Z,2025-10-18T14:41:30Z,2025-10-18T14:41:34Z,161.0,1,2025-06-30T15:56:05Z,superwall||expo-superwall||CLAUDE.md,494,36.33298319327733
LZong-tw,readwise-reader-management,CLAUDE.md,CLAUDE.md,raw/LZong-tw/readwise-reader-management/CLAUDE.md,https://github.com/LZong-tw/readwise-reader-management,https://github.com/LZong-tw/readwise-reader-management/blob/master/CLAUDE.md,master,19.0,0.0,2025-07-23T14:46:27Z,2025-07-29T10:36:46Z,2025-09-26T10:21:42Z,160.0,8,2025-07-23T16:00:57Z,LZong-tw||readwise-reader-management||CLAUDE.md,532,43.847725928410284
assaydepot,red-candle,CLAUDE.md,CLAUDE.md,raw/assaydepot/red-candle/CLAUDE.md,https://github.com/assaydepot/red-candle,https://github.com/assaydepot/red-candle/blob/main/CLAUDE.md,main,184.0,6.0,2023-08-12T08:51:02Z,2025-09-13T16:37:54Z,2025-10-10T09:47:45Z,612.0,15,2025-07-15T03:18:02Z,assaydepot||red-candle||CLAUDE.md,814,30.837011804294434
khromov,context-coder,CLAUDE.md,CLAUDE.md,raw/khromov/context-coder/CLAUDE.md,https://github.com/khromov/context-coder,https://github.com/khromov/context-coder/blob/main/CLAUDE.md,main,14.0,0.0,2025-06-28T00:13:45Z,2025-09-20T00:47:35Z,2025-09-20T00:47:39Z,108.0,23,2025-06-28T00:11:04Z,khromov||context-coder||CLAUDE.md,640,49.758776009791944
khromov,sveltekit-local-ai,CLAUDE.md,CLAUDE.md,raw/khromov/sveltekit-local-ai/CLAUDE.md,https://github.com/khromov/sveltekit-local-ai,https://github.com/khromov/sveltekit-local-ai/blob/main/CLAUDE.md,main,22.0,2.0,2025-05-04T22:21:56Z,2025-10-03T13:58:14Z,2025-10-16T16:48:47Z,166.0,12,2025-08-08T21:27:13Z,khromov||sveltekit-local-ai||CLAUDE.md,1054,46.054067478912856
amun-ai,hypha,CLAUDE.md,CLAUDE.md,raw/amun-ai/hypha/CLAUDE.md,https://github.com/amun-ai/hypha,https://github.com/amun-ai/hypha/blob/main/CLAUDE.md,main,19.0,10.0,2021-10-16T18:36:37Z,2025-10-09T09:50:05Z,2025-10-09T09:49:39Z,676.0,5,2025-08-21T19:09:48Z,amun-ai||hypha||CLAUDE.md,2882,28.74901681994629
doorhinge-apps,Aura2.0,CLAUDE.md,CLAUDE.md,raw/doorhinge-apps/Aura2.0/CLAUDE.md,https://github.com/doorhinge-apps/Aura2.0,https://github.com/doorhinge-apps/Aura2.0/blob/main/CLAUDE.md,main,19.0,1.0,2025-06-12T06:18:36Z,2025-09-14T21:29:30Z,2025-09-24T16:17:01Z,70.0,1,2025-06-22T02:56:04Z,doorhinge-apps||Aura2.0||CLAUDE.md,333,46.00776704769416
ftnext,sphinx-new-tab-link,CLAUDE.md,CLAUDE.md,raw/ftnext/sphinx-new-tab-link/CLAUDE.md,https://github.com/ftnext/sphinx-new-tab-link,https://github.com/ftnext/sphinx-new-tab-link/blob/main/CLAUDE.md,main,13.0,2.0,2022-10-25T14:41:53Z,2025-10-12T14:47:32Z,2025-10-12T14:47:14Z,29.0,2,2025-03-24T13:05:33Z,ftnext||sphinx-new-tab-link||CLAUDE.md,149,55.71494252873566
mattpocock,total-typescript-monorepo,CLAUDE.md,CLAUDE.md,raw/mattpocock/total-typescript-monorepo/CLAUDE.md,https://github.com/mattpocock/total-typescript-monorepo,https://github.com/mattpocock/total-typescript-monorepo/blob/main/CLAUDE.md,main,324.0,17.0,2024-05-07T12:20:16Z,2025-10-02T09:59:18Z,2025-10-14T00:57:02Z,271.0,2,2025-10-01T15:57:49Z,mattpocock||total-typescript-monorepo||CLAUDE.md,647,31.33752465935683
claude-did-this,MCPControl,CLAUDE.md,CLAUDE.md,raw/claude-did-this/MCPControl/CLAUDE.md,https://github.com/claude-did-this/MCPControl,https://github.com/claude-did-this/MCPControl/blob/main/CLAUDE.md,main,247.0,33.0,2024-12-03T17:40:27Z,2025-10-13T14:13:03Z,2025-10-17T03:46:29Z,35.0,6,2025-03-12T19:09:04Z,claude-did-this||MCPControl||CLAUDE.md,316,68.62194579288027
mastra-ai,mastra,CLAUDE.md,CLAUDE.md,raw/mastra-ai/mastra/CLAUDE.md,https://github.com/mastra-ai/mastra,https://github.com/mastra-ai/mastra/blob/main/CLAUDE.md,main,17550.0,1193.0,2024-08-06T20:44:31Z,2025-10-18T13:10:08Z,2025-10-18T15:58:47Z,140.0,3,2025-06-23T18:46:47Z,mastra-ai||mastra||CLAUDE.md,730,35.7949882119475
different-ai,note-companion,CLAUDE.md,CLAUDE.md,raw/different-ai/note-companion/CLAUDE.md,https://github.com/different-ai/note-companion,https://github.com/different-ai/note-companion/blob/master/CLAUDE.md,master,735.0,123.0,2023-09-10T20:33:20Z,2025-10-05T22:30:32Z,2025-10-18T11:21:35Z,111.0,3,2025-03-11T08:16:20Z,different-ai||note-companion||CLAUDE.md,442,54.132666666666665
geeknik,map-think-do,CLAUDE.md,CLAUDE.md,raw/geeknik/map-think-do/CLAUDE.md,https://github.com/geeknik/map-think-do,https://github.com/geeknik/map-think-do/blob/main/CLAUDE.md,main,10.0,1.0,2025-06-21T21:41:21Z,2025-09-20T14:07:34Z,2025-09-21T13:17:20Z,131.0,12,2025-04-24T11:42:10Z,geeknik||map-think-do||CLAUDE.md,651,17.84948597713472
mendableai,firecrawl,CLAUDE.md,CLAUDE.md,raw/mendableai/firecrawl/CLAUDE.md,https://github.com/mendableai/firecrawl,https://github.com/mendableai/firecrawl/blob/main/CLAUDE.md,main,63585.0,5070.0,2024-04-15T21:02:29Z,2025-10-18T14:36:22Z,2025-10-18T16:57:12Z,19.0,1,2025-08-06T22:30:40Z,mendableai||firecrawl||CLAUDE.md,257,77.37847058823529
ogrew,visp,CLAUDE.md,CLAUDE.md,raw/ogrew/visp/CLAUDE.md,https://github.com/ogrew/visp,https://github.com/ogrew/visp/blob/main/CLAUDE.md,main,17.0,1.0,2025-04-19T15:41:04Z,2025-06-25T09:43:39Z,2025-08-28T07:34:08Z,42.0,10,2025-06-17T10:10:53Z,ogrew||visp||CLAUDE.md,110,66.81040404040405
digitaldemocracy2030,polimoney,CLAUDE.md,CLAUDE.md,raw/digitaldemocracy2030/polimoney/CLAUDE.md,https://github.com/digitaldemocracy2030/polimoney,https://github.com/digitaldemocracy2030/polimoney/blob/main/CLAUDE.md,main,109.0,31.0,2025-04-07T12:38:37Z,2025-10-04T08:33:18Z,2025-10-11T12:42:41Z,82.0,2,2025-07-22T05:45:31Z,digitaldemocracy2030||polimoney||CLAUDE.md,321,43.94126984126987
digitaldemocracy2030,kouchou-ai,CLAUDE.md,CLAUDE.md,raw/digitaldemocracy2030/kouchou-ai/CLAUDE.md,https://github.com/digitaldemocracy2030/kouchou-ai,https://github.com/digitaldemocracy2030/kouchou-ai/blob/main/CLAUDE.md,main,146.0,49.0,2025-02-18T15:25:33Z,2025-10-17T06:37:27Z,2025-10-17T06:37:31Z,202.0,3,2025-05-27T12:23:30Z,digitaldemocracy2030||kouchou-ai||CLAUDE.md,611,32.421195200738396
bsmi021,mcp-file-context-server,CLAUDE.md,CLAUDE.md,raw/bsmi021/mcp-file-context-server/CLAUDE.md,https://github.com/bsmi021/mcp-file-context-server,https://github.com/bsmi021/mcp-file-context-server/blob/main/CLAUDE.md,main,33.0,6.0,2025-01-03T13:50:08Z,2025-07-10T23:26:28Z,2025-10-08T21:39:36Z,103.0,1,2025-07-07T11:48:42Z,bsmi021||mcp-file-context-server||CLAUDE.md,486,43.57123786407769
morphik-org,morphik-core,CLAUDE.md,CLAUDE.md,raw/morphik-org/morphik-core/CLAUDE.md,https://github.com/morphik-org/morphik-core,https://github.com/morphik-org/morphik-core/blob/main/CLAUDE.md,main,3316.0,273.0,2024-11-11T23:47:06Z,2025-10-18T01:57:25Z,2025-10-18T01:57:29Z,148.0,1,2025-09-01T23:43:13Z,morphik-org||morphik-core||CLAUDE.md,495,26.810169942733324
mrled,KeymapKit,CLAUDE.md,CLAUDE.md,raw/mrled/KeymapKit/CLAUDE.md,https://github.com/mrled/KeymapKit,https://github.com/mrled/KeymapKit/blob/master/CLAUDE.md,master,7.0,0.0,2025-06-21T18:09:49Z,2025-07-13T19:27:50Z,2025-09-10T08:08:32Z,82.0,2,2025-06-19T12:24:35Z,mrled||KeymapKit||CLAUDE.md,413,44.851196177757345
rogasp,evlink-backend,CLAUDE.md,CLAUDE.md,raw/rogasp/evlink-backend/CLAUDE.md,https://github.com/rogasp/evlink-backend,https://github.com/rogasp/evlink-backend/blob/main/CLAUDE.md,main,12.0,1.0,2025-04-18T14:41:35Z,2025-08-30T09:19:44Z,2025-10-17T21:48:34Z,261.0,3,2025-07-17T22:45:47Z,rogasp||evlink-backend||CLAUDE.md,1188,36.48258136759776
receptron,mulmocast-app,CLAUDE.md,CLAUDE.md,raw/receptron/mulmocast-app/CLAUDE.md,https://github.com/receptron/mulmocast-app,https://github.com/receptron/mulmocast-app/blob/main/CLAUDE.md,main,17.0,5.0,2025-05-22T00:00:43Z,2025-10-18T15:47:10Z,2025-10-18T12:06:04Z,306.0,2,2025-07-28T06:00:40Z,receptron||mulmocast-app||CLAUDE.md,1235,36.94221779597919
receptron,mulmocast-cli,CLAUDE.md,CLAUDE.md,raw/receptron/mulmocast-cli/CLAUDE.md,https://github.com/receptron/mulmocast-cli,https://github.com/receptron/mulmocast-cli/blob/main/CLAUDE.md,main,375.0,62.0,2025-04-18T23:55:45Z,2025-10-18T10:10:52Z,2025-10-18T10:10:43Z,104.0,2,2025-06-25T15:16:20Z,receptron||mulmocast-cli||CLAUDE.md,442,39.893044951434376
cortesi,canopy,CLAUDE.md,CLAUDE.md,raw/cortesi/canopy/CLAUDE.md,https://github.com/cortesi/canopy,https://github.com/cortesi/canopy/blob/main/CLAUDE.md,main,17.0,1.0,2021-06-06T07:30:03Z,2025-07-16T10:40:45Z,2025-07-16T10:38:48Z,40.0,2,2025-06-27T06:00:27Z,cortesi||canopy||CLAUDE.md,49,38.04718367346939
DevelopedByDev,autoquill_ai,CLAUDE.md,CLAUDE.md,raw/DevelopedByDev/autoquill_ai/CLAUDE.md,https://github.com/DevelopedByDev/autoquill_ai,https://github.com/DevelopedByDev/autoquill_ai/blob/main/CLAUDE.md,main,26.0,4.0,2025-04-28T19:51:49Z,2025-08-23T15:37:44Z,2025-09-01T21:44:43Z,190.0,1,2025-07-15T06:45:09Z,DevelopedByDev||autoquill_ai||CLAUDE.md,650,35.2997500079768
kohii,medi-xplorer,CLAUDE.md,CLAUDE.md,raw/kohii/medi-xplorer/CLAUDE.md,https://github.com/kohii/medi-xplorer,https://github.com/kohii/medi-xplorer/blob/main/CLAUDE.md,main,70.0,3.0,2023-11-14T06:56:35Z,2025-10-16T03:02:00Z,2025-10-08T11:19:40Z,88.0,1,2025-07-25T04:47:22Z,kohii||medi-xplorer||CLAUDE.md,337,48.39858536585368
Medo42,Faucet-Lobby,CLAUDE.md,CLAUDE.md,raw/Medo42/Faucet-Lobby/CLAUDE.md,https://github.com/Medo42/Faucet-Lobby,https://github.com/Medo42/Faucet-Lobby/blob/master/CLAUDE.md,master,5.0,2.0,2011-12-13T19:31:54Z,2025-06-06T14:03:19Z,2025-06-03T19:07:44Z,60.0,1,2025-05-30T12:19:34Z,Medo42||Faucet-Lobby||CLAUDE.md,363,30.116470588235302
laplace-live,event-bridge,CLAUDE.md,CLAUDE.md,raw/laplace-live/event-bridge/CLAUDE.md,https://github.com/laplace-live/event-bridge,https://github.com/laplace-live/event-bridge/blob/master/CLAUDE.md,master,6.0,0.0,2025-04-28T19:19:21Z,2025-10-15T06:38:05Z,2025-10-15T06:38:09Z,237.0,1,2025-06-26T11:03:46Z,laplace-live||event-bridge||CLAUDE.md,650,44.51133723419437
RchGrav,claudebox,CLAUDE.md,CLAUDE.md,raw/RchGrav/claudebox/CLAUDE.md,https://github.com/RchGrav/claudebox,https://github.com/RchGrav/claudebox/blob/main/CLAUDE.md,main,603.0,70.0,2025-06-06T23:10:21Z,2025-08-31T01:14:07Z,2025-10-18T08:00:10Z,501.0,7,2025-06-27T15:20:42Z,RchGrav||claudebox||CLAUDE.md,2643,48.723317107449304
loinc,comp-loinc,CLAUDE.md,CLAUDE.md,raw/loinc/comp-loinc/CLAUDE.md,https://github.com/loinc/comp-loinc,https://github.com/loinc/comp-loinc/blob/main/CLAUDE.md,main,17.0,4.0,2021-11-18T16:19:02Z,2025-10-08T12:44:18Z,2025-10-08T12:44:21Z,130.0,1,2025-07-13T20:42:18Z,loinc||comp-loinc||CLAUDE.md,435,40.55666901408452
typstyle-rs,typstyle,CLAUDE.md,CLAUDE.md,raw/typstyle-rs/typstyle/CLAUDE.md,https://github.com/typstyle-rs/typstyle,https://github.com/typstyle-rs/typstyle/blob/master/CLAUDE.md,master,666.0,24.0,2024-03-09T04:46:08Z,2025-10-12T04:37:12Z,2025-10-17T13:28:11Z,78.0,1,2025-07-12T14:41:32Z,typstyle-rs||typstyle||CLAUDE.md,247,43.91909726636999
koaning,mopaint,CLAUDE.md,CLAUDE.md,raw/koaning/mopaint/CLAUDE.md,https://github.com/koaning/mopaint,https://github.com/koaning/mopaint/blob/main/CLAUDE.md,main,22.0,1.0,2025-03-31T07:22:56Z,2025-09-16T11:02:00Z,2025-09-25T02:48:29Z,100.0,1,2025-09-12T14:12:17Z,koaning||mopaint||CLAUDE.md,293,41.487758620689675
ohcnetwork,care_fe,CLAUDE.md,CLAUDE.md,raw/ohcnetwork/care_fe/CLAUDE.md,https://github.com/ohcnetwork/care_fe,https://github.com/ohcnetwork/care_fe/blob/master/CLAUDE.md,develop,563.0,888.0,2020-03-21T17:32:30Z,2025-10-18T10:07:19Z,2025-10-18T02:51:41Z,22.0,1,2025-04-26T20:05:20Z,ohcnetwork||care_fe||CLAUDE.md,163,59.03043590571522
MelbourneDeveloper,osprey,CLAUDE.md,CLAUDE.md,raw/MelbourneDeveloper/osprey/CLAUDE.md,https://github.com/MelbourneDeveloper/osprey,https://github.com/MelbourneDeveloper/osprey/blob/main/CLAUDE.md,main,41.0,2.0,2025-06-11T21:51:45Z,2025-10-16T09:58:02Z,2025-10-16T09:58:05Z,142.0,3,2025-08-29T21:57:05Z,MelbourneDeveloper||osprey||CLAUDE.md,645,36.22399884177187
TracecatHQ,tracecat,CLAUDE.md,CLAUDE.md,raw/TracecatHQ/tracecat/CLAUDE.md,https://github.com/TracecatHQ/tracecat,https://github.com/TracecatHQ/tracecat/blob/main/CLAUDE.md,main,3298.0,303.0,2024-02-27T06:48:32Z,2025-10-17T22:47:43Z,2025-10-18T11:03:48Z,290.0,15,2025-06-18T07:40:39Z,TracecatHQ||tracecat||CLAUDE.md,1383,44.54452253387964
mikkelkrogsholm,ai-prepper,CLAUDE.md,CLAUDE.md,raw/mikkelkrogsholm/ai-prepper/CLAUDE.md,https://github.com/mikkelkrogsholm/ai-prepper,https://github.com/mikkelkrogsholm/ai-prepper/blob/main/CLAUDE.md,main,8.0,1.0,2025-06-13T12:42:23Z,2025-06-14T20:01:55Z,2025-06-18T05:36:58Z,174.0,2,2025-06-13T13:32:08Z,mikkelkrogsholm||ai-prepper||CLAUDE.md,455,42.09161069759392
kizuna-ai-lab,sokuji,CLAUDE.md,CLAUDE.md,raw/kizuna-ai-lab/sokuji/CLAUDE.md,https://github.com/kizuna-ai-lab/sokuji,https://github.com/kizuna-ai-lab/sokuji/blob/main/CLAUDE.md,main,290.0,14.0,2025-04-14T15:58:15Z,2025-10-14T19:25:43Z,2025-10-14T19:25:48Z,313.0,11,2025-07-19T04:10:28Z,kizuna-ai-lab||sokuji||CLAUDE.md,1413,28.62379302780647
catatsuy,private-isu,CLAUDE.md,CLAUDE.md,raw/catatsuy/private-isu/CLAUDE.md,https://github.com/catatsuy/private-isu,https://github.com/catatsuy/private-isu/blob/master/CLAUDE.md,master,537.0,315.0,2016-01-30T12:52:56Z,2025-10-18T06:12:44Z,2025-10-18T06:12:47Z,170.0,2,2025-07-05T06:45:48Z,catatsuy||private-isu||CLAUDE.md,463,24.66719585849873
netdata,netdata,CLAUDE.md,CLAUDE.md,raw/netdata/netdata/CLAUDE.md,https://github.com/netdata/netdata,https://github.com/netdata/netdata/blob/master/CLAUDE.md,master,76420.0,6201.0,2013-06-17T18:39:10Z,2025-10-18T16:16:15Z,2025-10-18T16:14:56Z,49.0,2,2025-06-18T20:29:30Z,netdata||netdata||CLAUDE.md,345,43.542492182614154
mckaywrigley,mckays-app-template,CLAUDE.md,CLAUDE.md,raw/mckaywrigley/mckays-app-template/CLAUDE.md,https://github.com/mckaywrigley/mckays-app-template,https://github.com/mckaywrigley/mckays-app-template/blob/main/CLAUDE.md,main,1906.0,411.0,2024-08-29T04:54:33Z,2025-06-16T22:45:18Z,2025-10-17T00:46:17Z,63.0,1,2025-06-16T22:45:15Z,mckaywrigley||mckays-app-template||CLAUDE.md,321,58.76017510944342
oxcaml,oxcaml,CLAUDE.md,CLAUDE.md,raw/oxcaml/oxcaml/CLAUDE.md,https://github.com/oxcaml/oxcaml,https://github.com/oxcaml/oxcaml/blob/main/CLAUDE.md,main,534.0,120.0,2020-11-12T12:34:21Z,2025-10-17T22:06:09Z,2025-10-18T13:39:51Z,1.0,7,2025-07-03T03:05:10Z,oxcaml||oxcaml||CLAUDE.md,2,
FinAegis,core-banking-prototype-laravel,CLAUDE.md,CLAUDE.md,raw/FinAegis/core-banking-prototype-laravel/CLAUDE.md,https://github.com/FinAegis/core-banking-prototype-laravel,https://github.com/FinAegis/core-banking-prototype-laravel/blob/main/CLAUDE.md,main,135.0,19.0,2024-08-14T16:54:26Z,2025-09-25T14:44:49Z,2025-09-24T18:40:02Z,964.0,39,2025-06-13T06:10:24Z,FinAegis||core-banking-prototype-laravel||CLAUDE.md,2508,12.83908153967505
fujidaiti,smooth_sheets,CLAUDE.md,CLAUDE.md,raw/fujidaiti/smooth_sheets/CLAUDE.md,https://github.com/fujidaiti/smooth_sheets,https://github.com/fujidaiti/smooth_sheets/blob/main/CLAUDE.md,main,405.0,37.0,2023-12-26T14:41:34Z,2025-10-05T03:16:31Z,2025-10-18T16:58:46Z,62.0,2,2025-06-07T07:37:45Z,fujidaiti||smooth_sheets||CLAUDE.md,338,61.7780238025272
